file_id,file_name,longitude_latitude,buildings
125,BLD00564_PS3_K3A_NIA0276,"[[31.3551279651, 29.9083017084, 0.0], [31.3609596415, 29.908374326, 0.0], [31.3608764265, 29.913454968, 0.0], [31.3550444543, 29.9133823357, 0.0]]",9
126,BLD00571_PS3_K3A_NIA0277,"[[31.407464911, 30.1561899327, 0.0], [31.4133112693, 30.1562607613, 0.0], [31.4132299042, 30.161341343, 0.0], [31.4073832464, 30.1612705, 0.0]]",149
127,BLD00574_PS3_K3A_NIA0277,"[[31.3841625281, 30.150823502, 0.0], [31.3900085033, 30.1508953571, 0.0], [31.3899259613, 30.1559758852, 0.0], [31.3840796868, 30.1559040154, 0.0]]",145
128,BLD00579_PS3_K3A_NIA0277,"[[31.4133926136, 30.1511801754, 0.0], [31.4192386933, 30.1512507294, 0.0], [31.4191576484, 30.1563313296, 0.0], [31.4133112693, 30.1562607613, 0.0]]",166
129,BLD00581_PS3_K3A_NIA0277,"[[31.3608628572, 30.1454530208, 0.0], [31.366708448, 30.1455259019, 0.0], [31.3666247299, 30.1506063754, 0.0], [31.3607788397, 30.1505334794, 0.0]]",298
130,BLD00584_PS3_K3A_NIA0277,"[[31.3783996937, 30.1456708838, 0.0], [31.3842453484, 30.1457429845, 0.0], [31.3841625281, 30.150823502, 0.0], [31.3783165741, 30.1507513867, 0.0]]",211
131,BLD00585_PS3_K3A_NIA0277,"[[31.3842453484, 30.1457429845, 0.0], [31.3900910242, 30.145814825, 0.0], [31.3900085033, 30.1508953571, 0.0], [31.3841625281, 30.150823502, 0.0]]",296
132,BLD00588_PS3_K3A_NIA0277,"[[31.4017824389, 30.1459577255, 0.0], [31.4076281776, 30.1460287856, 0.0], [31.4075465547, 30.1511093612, 0.0], [31.4017005167, 30.1510382867, 0.0]]",110
133,BLD00589_PS3_K3A_NIA0277,"[[31.4076281776, 30.1460287856, 0.0], [31.4134739372, 30.1460995854, 0.0], [31.4133926136, 30.1511801754, 0.0], [31.4075465547, 30.1511093612, 0.0]]",170
134,BLD00590_PS3_K3A_NIA0277,"[[31.4134739372, 30.1460995854, 0.0], [31.4193197175, 30.1461701251, 0.0], [31.4192386933, 30.1512507294, 0.0], [31.4133926136, 30.1511801754, 0.0]]",94
135,BLD00593_PS3_K3A_NIA0277,"[[31.3434111073, 30.1401523984, 0.0], [31.3492563344, 30.140226045, 0.0], [31.3491717399, 30.145306478, 0.0], [31.3433262136, 30.1452328164, 0.0]]",787
136,BLD00596_PS3_K3A_NIA0277,"[[31.3609468532, 30.140372558, 0.0], [31.3667921448, 30.1404454243, 0.0], [31.366708448, 30.1455259019, 0.0], [31.3608628572, 30.1454530208, 0.0]]",290
137,BLD00597_PS3_K3A_NIA0277,"[[31.3667921448, 30.1404454243, 0.0], [31.3726374578, 30.1405180306, 0.0], [31.3725540602, 30.1455985229, 0.0], [31.366708448, 30.1455259019, 0.0]]",231
138,BLD00601_PS3_K3A_NIA0277,"[[31.390173524, 30.1407342887, 0.0], [31.3960189217, 30.1408058545, 0.0], [31.3959367211, 30.1458864053, 0.0], [31.3900910242, 30.145814825, 0.0]]",510
139,BLD00603_PS3_K3A_NIA0277,"[[31.4018643402, 30.1408771602, 0.0], [31.4077097797, 30.1409482058, 0.0], [31.4076281776, 30.1460287856, 0.0], [31.4017824389, 30.1459577255, 0.0]]",90
140,BLD00605_PS3_K3A_NIA0277,"[[31.41355524, 30.1410189913, 0.0], [31.4194007211, 30.1410895166, 0.0], [31.4193197175, 30.1461701251, 0.0], [31.4134739372, 30.1460995854, 0.0]]",145
141,BLD00610_PS3_K3A_NIA0277,"[[31.3318061884, 30.1349239327, 0.0], [31.337651073, 30.1349980845, 0.0], [31.3375659018, 30.1400784917, 0.0], [31.3317207181, 30.1400043249, 0.0]]",735
142,BLD00611_PS3_K3A_NIA0277,"[[31.337651073, 30.1349980845, 0.0], [31.3434959793, 30.1350719761, 0.0], [31.3434111073, 30.1401523984, 0.0], [31.3375659018, 30.1400784917, 0.0]]",463
143,BLD00615_PS3_K3A_NIA0277,"[[31.3610308278, 30.135292091, 0.0], [31.3668758203, 30.1353649426, 0.0], [31.3667921448, 30.1404454243, 0.0], [31.3609468532, 30.140372558, 0.0]]",522
144,BLD00620_PS3_K3A_NIA0277,"[[31.3902560028, 30.1356537482, 0.0], [31.3961011013, 30.1357252995, 0.0], [31.3960189217, 30.1408058545, 0.0], [31.390173524, 30.1407342887, 0.0]]",68
145,BLD00623_PS3_K3A_NIA0277,"[[31.407791361, 30.1358676219, 0.0], [31.4136365221, 30.135938393, 0.0], [31.41355524, 30.1410189913, 0.0], [31.4077097797, 30.1409482058, 0.0]]",76
146,BLD00625_PS3_K3A_NIA0277,"[[31.419481704, 30.136008904, 0.0], [31.4253269065, 30.136079155, 0.0], [31.4252462228, 30.1411597819, 0.0], [31.4194007211, 30.1410895166, 0.0]]",111
147,BLD00626_PS3_K3A_NIA0277,"[[31.290980153, 30.1293173009, 0.0], [31.2968245843, 30.1293932573, 0.0], [31.2967373416, 30.1344735621, 0.0], [31.2908926113, 30.1343975903, 0.0]]",57
148,BLD00631_PS3_K3A_NIA0277,"[[31.3202025313, 30.1296944832, 0.0], [31.3260470732, 30.1297691398, 0.0], [31.3259613257, 30.134849521, 0.0], [31.3201164848, 30.1347748492, 0.0]]",505
149,BLD00637_PS3_K3A_NIA0277,"[[31.355270109, 30.1301385232, 0.0], [31.361114781, 30.1302116199, 0.0], [31.3610308278, 30.135292091, 0.0], [31.3551858568, 30.1352189794, 0.0]]",234
150,BLD00639_PS3_K3A_NIA0277,"[[31.3669594744, 30.1302844567, 0.0], [31.3728041891, 30.1303570334, 0.0], [31.3727208341, 30.1354375341, 0.0], [31.3668758203, 30.1353649426, 0.0]]",95
151,BLD00646_PS3_K3A_NIA0277,"[[31.4078729215, 30.1307870339, 0.0], [31.4137177835, 30.1308577906, 0.0], [31.4136365221, 30.135938393, 0.0], [31.407791361, 30.1358676219, 0.0]]",55
152,BLD00654_PS3_K3A_NIA0277,"[[31.3086001361, 30.1244640505, 0.0], [31.314444335, 30.1245392118, 0.0], [31.3143580115, 30.1296195667, 0.0], [31.3085135136, 30.1295443902, 0.0]]",420
153,BLD00669_PS3_K3A_NIA0277,"[[31.3962653976, 30.1255641772, 0.0], [31.4021099189, 30.1256354394, 0.0], [31.4020280803, 30.1307160172, 0.0], [31.3961832599, 30.1306447404, 0.0]]",111
154,BLD00671_PS3_K3A_NIA0277,"[[31.4079544611, 30.1257064417, 0.0], [31.4137990241, 30.1257771841, 0.0], [31.4137177835, 30.1308577906, 0.0], [31.4078729215, 30.1307870339, 0.0]]",9
155,BLD00672_PS3_K3A_NIA0277,"[[31.4137990241, 30.1257771841, 0.0], [31.4196436078, 30.1258476664, 0.0], [31.4195626662, 30.1309282873, 0.0], [31.4137177835, 30.1308577906, 0.0]]",125
156,BLD00676_PS3_K3A_NIA0277,"[[31.2853113582, 30.1190805244, 0.0], [31.2911551694, 30.1191567097, 0.0], [31.2910676724, 30.1242370074, 0.0], [31.2852235623, 30.1241608065, 0.0]]",117
157,BLD00677_PS3_K3A_NIA0277,"[[31.2911551694, 30.1191567097, 0.0], [31.2969990029, 30.1192326352, 0.0], [31.2969118047, 30.1243129483, 0.0], [31.2910676724, 30.1242370074, 0.0]]",486
158,BLD00685_PS3_K3A_NIA0277,"[[31.3379064561, 30.1197568379, 0.0], [31.3437504654, 30.1198306846, 0.0], [31.3436656584, 30.1249111193, 0.0], [31.3378213501, 30.1248372576, 0.0]]",257
159,BLD00687_PS3_K3A_NIA0277,"[[31.3495944964, 30.1199042714, 0.0], [31.355438549, 30.1199775983, 0.0], [31.3553543398, 30.1250580628, 0.0], [31.3495099883, 30.124984721, 0.0]]",36
160,BLD00688_PS3_K3A_NIA0277,"[[31.355438549, 30.1199775983, 0.0], [31.3612826231, 30.1200506653, 0.0], [31.3611987127, 30.1251311447, 0.0], [31.3553543398, 30.1250580628, 0.0]]",34
161,BLD00691_PS3_K3A_NIA0277,"[[31.3729708353, 30.1201960197, 0.0], [31.3788149734, 30.1202683071, 0.0], [31.3787319598, 30.1253488307, 0.0], [31.3728875228, 30.1252765286, 0.0]]",96
162,BLD00703_PS3_K3A_NIA0277,"[[31.2970861788, 30.1141523179, 0.0], [31.3029297358, 30.1142279682, 0.0], [31.3028428586, 30.1193083009, 0.0], [31.2969990029, 30.1192326352, 0.0]]",328
163,BLD00705_PS3_K3A_NIA0277,"[[31.3087733149, 30.1143033587, 0.0], [31.3146169161, 30.1143784894, 0.0], [31.3145306366, 30.1194588527, 0.0], [31.3086867366, 30.1193837067, 0.0]]",290
164,BLD00708_PS3_K3A_NIA0277,"[[31.3263041845, 30.1145279714, 0.0], [31.3321478515, 30.1146023227, 0.0], [31.3320624684, 30.1196827314, 0.0], [31.3262185026, 30.119608365, 0.0]]",275
165,BLD00709_PS3_K3A_NIA0277,"[[31.3321478515, 30.1146023227, 0.0], [31.3379915403, 30.1146764141, 0.0], [31.3379064561, 30.1197568379, 0.0], [31.3320624684, 30.1196827314, 0.0]]",331
166,BLD00714_PS3_K3A_NIA0277,"[[31.361366512, 30.1149701818, 0.0], [31.3672103086, 30.1150429741, 0.0], [31.3671267185, 30.1201234724, 0.0], [31.3612826231, 30.1200506653, 0.0]]",98
167,BLD00716_PS3_K3A_NIA0277,"[[31.3730541266, 30.1151155066, 0.0], [31.3788979658, 30.1151877793, 0.0], [31.3788149734, 30.1202683071, 0.0], [31.3729708353, 30.1201960197, 0.0]]",3
168,BLD00717_PS3_K3A_NIA0277,"[[31.3788979658, 30.1151877793, 0.0], [31.3847418262, 30.1152597921, 0.0], [31.3846591326, 30.1203403345, 0.0], [31.3788149734, 30.1202683071, 0.0]]",1
169,BLD00721_PS3_K3A_NIA0277,"[[31.4022735336, 30.1154742715, 0.0], [31.408117478, 30.115545245, 0.0], [31.4080359799, 30.1206258454, 0.0], [31.4021917367, 30.1205548576, 0.0]]",57
170,BLD00723_PS3_K3A_NIA0277,"[[31.4139614431, 30.1156159586, 0.0], [31.419805429, 30.1156864123, 0.0], [31.4197245287, 30.1207670414, 0.0], [31.413880244, 30.1206965734, 0.0]]",7
171,BLD00732_PS3_K3A_NIA0277,"[[31.3205464981, 30.1093729777, 0.0], [31.3263898445, 30.1094475736, 0.0], [31.3263041845, 30.1145279714, 0.0], [31.3204605393, 30.1144533603, 0.0]]",139
172,BLD00733_PS3_K3A_NIA0277,"[[31.3263898445, 30.1094475736, 0.0], [31.3322332128, 30.1095219097, 0.0], [31.3321478515, 30.1146023227, 0.0], [31.3263041845, 30.1145279714, 0.0]]",255
173,BLD00740_PS3_K3A_NIA0277,"[[31.3672938774, 30.1099624716, 0.0], [31.3731373965, 30.1100349894, 0.0], [31.3730541266, 30.1151155066, 0.0], [31.3672103086, 30.1150429741, 0.0]]",3
174,BLD00741_PS3_K3A_NIA0277,"[[31.3731373965, 30.1100349894, 0.0], [31.378980937, 30.1101072474, 0.0], [31.3788979658, 30.1151877793, 0.0], [31.3730541266, 30.1151155066, 0.0]]",10
175,BLD00747_PS3_K3A_NIA0277,"[[31.4081989552, 30.1104646404, 0.0], [31.4140426215, 30.1105353396, 0.0], [31.4139614431, 30.1156159586, 0.0], [31.408117478, 30.115545245, 0.0]]",13
176,BLD00763_PS3_K3A_NIA0277,"[[31.3556910479, 30.1047361798, 0.0], [31.3615342256, 30.1048092023, 0.0], [31.3614503795, 30.1098896941, 0.0], [31.355606903, 30.1098166568, 0.0]]",111
177,BLD00765_PS3_K3A_NIA0277,"[[31.3673774248, 30.104881965, 0.0], [31.3732206453, 30.104954468, 0.0], [31.3731373965, 30.1100349894, 0.0], [31.3672938774, 30.1099624716, 0.0]]",160
178,BLD00777_PS3_K3A_NIA0277,"[[31.2915049343, 30.0988354773, 0.0], [31.2973475731, 30.0989113411, 0.0], [31.2972604639, 30.1039916709, 0.0], [31.2914175266, 30.1039157917, 0.0]]",111
179,BLD00783_PS3_K3A_NIA0277,"[[31.326561099, 30.0992867655, 0.0], [31.33240387, 30.0993610715, 0.0], [31.3323185523, 30.1044414927, 0.0], [31.3264754827, 30.1043671716, 0.0]]",283
180,BLD00787_PS3_K3A_NIA0277,"[[31.3499323135, 30.0995824314, 0.0], [31.3557751712, 30.0996556987, 0.0], [31.3556910479, 30.1047361798, 0.0], [31.3498478916, 30.1046628976, 0.0]]",96
181,BLD00788_PS3_K3A_NIA0277,"[[31.3557751712, 30.0996556987, 0.0], [31.3616180503, 30.0997287063, 0.0], [31.3615342256, 30.1048092023, 0.0], [31.3556910479, 30.1047361798, 0.0]]",50
182,BLD00789_PS3_K3A_NIA0277,"[[31.3616180503, 30.0997287063, 0.0], [31.3674609509, 30.0998014543, 0.0], [31.3673774248, 30.104881965, 0.0], [31.3615342256, 30.1048092023, 0.0]]",47
183,BLD00790_PS3_K3A_NIA0277,"[[31.3674609509, 30.0998014543, 0.0], [31.3733038727, 30.0998739425, 0.0], [31.3732206453, 30.104954468, 0.0], [31.3673774248, 30.104881965, 0.0]]",126
184,BLD00791_PS3_K3A_NIA0277,"[[31.3733038727, 30.0998739425, 0.0], [31.3791468158, 30.0999461711, 0.0], [31.379063887, 30.1050267113, 0.0], [31.3732206453, 30.104954468, 0.0]]",166
185,BLD00792_PS3_K3A_NIA0277,"[[31.3791468158, 30.0999461711, 0.0], [31.3849897801, 30.1000181401, 0.0], [31.3849071499, 30.1050986949, 0.0], [31.379063887, 30.1050267113, 0.0]]",165
186,BLD00798_PS3_K3A_NIA0277,"[[31.4142049162, 30.1003740894, 0.0], [31.4200480059, 30.1004445001, 0.0], [31.4199671676, 30.1055251416, 0.0], [31.4141237792, 30.1054547166, 0.0]]",1
187,BLD00802_PS3_K3A_NIA0277,"[[31.2857500017, 30.0936790509, 0.0], [31.2915923197, 30.0937551588, 0.0], [31.2915049343, 30.0988354773, 0.0], [31.2856623178, 30.0987593539, 0.0]]",331
188,BLD00810_PS3_K3A_NIA0277,"[[31.332489166, 30.0942806461, 0.0], [31.3383316603, 30.0943546773, 0.0], [31.3382466629, 30.0994351178, 0.0], [31.33240387, 30.0993610715, 0.0]]",353
189,BLD00815_PS3_K3A_NIA0277,"[[31.3617018536, 30.0946482062, 0.0], [31.3675444556, 30.0947209393, 0.0], [31.3674609509, 30.0998014543, 0.0], [31.3616180503, 30.0997287063, 0.0]]",23
190,BLD00817_PS3_K3A_NIA0277,"[[31.373387079, 30.0947934129, 0.0], [31.3792297235, 30.0948656268, 0.0], [31.3791468158, 30.0999461711, 0.0], [31.3733038727, 30.0998739425, 0.0]]",205
191,BLD00818_PS3_K3A_NIA0277,"[[31.3792297235, 30.0948656268, 0.0], [31.3850723892, 30.0949375811, 0.0], [31.3849897801, 30.1000181401, 0.0], [31.3791468158, 30.0999461711, 0.0]]",100
192,BLD00819_PS3_K3A_NIA0277,"[[31.3850723892, 30.0949375811, 0.0], [31.390915076, 30.0950092758, 0.0], [31.3908327655, 30.1000898493, 0.0], [31.3849897801, 30.1000181401, 0.0]]",1
193,BLD00831_PS3_K3A_NIA0277,"[[31.3092058752, 30.0889015564, 0.0], [31.3150479835, 30.0889766108, 0.0], [31.314961814, 30.0940569948, 0.0], [31.3091194073, 30.0939819252, 0.0]]",233
194,BLD00833_PS3_K3A_NIA0277,"[[31.3208901138, 30.0890514056, 0.0], [31.3267322661, 30.0891259409, 0.0], [31.3266466935, 30.0942063553, 0.0], [31.3208042428, 30.0941318049, 0.0]]",214
195,BLD00834_PS3_K3A_NIA0277,"[[31.3267322661, 30.0891259409, 0.0], [31.3325744402, 30.0892002166, 0.0], [31.332489166, 30.0942806461, 0.0], [31.3266466935, 30.0942063553, 0.0]]",164
196,BLD00844_PS3_K3A_NIA0277,"[[31.3851549773, 30.089857018, 0.0], [31.3909973656, 30.0899286981, 0.0], [31.390915076, 30.0950092758, 0.0], [31.3850723892, 30.0949375811, 0.0]]",9
197,BLD00845_PS3_K3A_NIA0277,"[[31.3909973656, 30.0899286981, 0.0], [31.3968397749, 30.0900001186, 0.0], [31.3967577838, 30.0950807108, 0.0], [31.390915076, 30.0950092758, 0.0]]",2
198,BLD00847_PS3_K3A_NIA0277,"[[31.4026822052, 30.0900712795, 0.0], [31.4085246563, 30.0901421808, 0.0], [31.4084432622, 30.0952228019, 0.0], [31.4026005126, 30.0951518862, 0.0]]",3
199,BLD00853_PS3_K3A_NIA0277,"[[31.2917670237, 30.0835945094, 0.0], [31.2976087673, 30.0836703269, 0.0], [31.2975217248, 30.0887506691, 0.0], [31.2916796829, 30.0886748362, 0.0]]",115
200,BLD00858_PS3_K3A_NIA0277,"[[31.320975963, 30.0839710022, 0.0], [31.3268178169, 30.0840455223, 0.0], [31.3267322661, 30.0891259409, 0.0], [31.3208901138, 30.0890514056, 0.0]]",134
201,BLD00864_PS3_K3A_NIA0277,"[[31.3560274124, 30.0844142304, 0.0], [31.3618693961, 30.0844871935, 0.0], [31.3617856356, 30.0895677019, 0.0], [31.3559433534, 30.089494724, 0.0]]",13
202,BLD00867_PS3_K3A_NIA0277,"[[31.3735534277, 30.0846323412, 0.0], [31.3793954754, 30.0847045257, 0.0], [31.37931261, 30.0897850784, 0.0], [31.373470264, 30.0897128791, 0.0]]",68
203,BLD00868_PS3_K3A_NIA0277,"[[31.3793954754, 30.0847045257, 0.0], [31.3852375442, 30.0847764508, 0.0], [31.3851549773, 30.089857018, 0.0], [31.37931261, 30.0897850784, 0.0]]",155
204,BLD00869_PS3_K3A_NIA0277,"[[31.3852375442, 30.0847764508, 0.0], [31.3910796341, 30.0848481163, 0.0], [31.3909973656, 30.0899286981, 0.0], [31.3851549773, 30.089857018, 0.0]]",85
205,BLD00870_PS3_K3A_NIA0277,"[[31.3910796341, 30.0848481163, 0.0], [31.3969217451, 30.0849195223, 0.0], [31.3968397749, 30.0900001186, 0.0], [31.3909973656, 30.0899286981, 0.0]]",198
206,BLD00877_PS3_K3A_NIA0277,"[[31.4319748472, 30.0853425078, 0.0], [31.437817103, 30.0854120969, 0.0], [31.4377372219, 30.0904927935, 0.0], [31.4318946676, 30.0904231901, 0.0]]",3
207,BLD00881_PS3_K3A_NIA0277,"[[31.3093787448, 30.0787408064, 0.0], [31.3152202565, 30.0788158303, 0.0], [31.315134131, 30.0838962226, 0.0], [31.309292321, 30.0838211835, 0.0]]",191
208,BLD00882_PS3_K3A_NIA0277,"[[31.3152202565, 30.0788158303, 0.0], [31.3210617902, 30.0788905947, 0.0], [31.320975963, 30.0839710022, 0.0], [31.315134131, 30.0838962226, 0.0]]",92
209,BLD00885_PS3_K3A_NIA0277,"[[31.3327449233, 30.0790393451, 0.0], [31.3385865225, 30.0791133312, 0.0], [31.3385015901, 30.0841937841, 0.0], [31.3326596926, 30.0841197829, 0.0]]",320
210,BLD00888_PS3_K3A_NIA0277,"[[31.3502697858, 30.079260525, 0.0], [31.3561114498, 30.0793337327, 0.0], [31.3560274124, 30.0844142304, 0.0], [31.35018545, 30.0843410078, 0.0]]",126
211,BLD00894_PS3_K3A_NIA0277,"[[31.3853200901, 30.0796958794, 0.0], [31.3911618817, 30.0797675303, 0.0], [31.3910796341, 30.0848481163, 0.0], [31.3852375442, 30.0847764508, 0.0]]",67
212,BLD00896_PS3_K3A_NIA0277,"[[31.3970036943, 30.0798389218, 0.0], [31.4028455278, 30.0799100537, 0.0], [31.4027638769, 30.0849906687, 0.0], [31.3969217451, 30.0849195223, 0.0]]",76
213,BLD00899_PS3_K3A_NIA0277,"[[31.4145292572, 30.0800515392, 0.0], [31.420371153, 30.0801218927, 0.0], [31.4202903972, 30.0852025508, 0.0], [31.414448203, 30.085132183, 0.0]]",55
214,BLD00903_PS3_K3A_NIA0277,"[[31.2919416385, 30.0734338433, 0.0], [31.2977827857, 30.0735096299, 0.0], [31.2976957876, 30.0785899805, 0.0], [31.2918543423, 30.0785141784, 0.0]]",85
215,BLD00905_PS3_K3A_NIA0277,"[[31.303623955, 30.0735851573, 0.0], [31.3094651465, 30.0736604252, 0.0], [31.3093787448, 30.0787408064, 0.0], [31.3035372551, 30.0786655232, 0.0]]",89
216,BLD00911_PS3_K3A_NIA0277,"[[31.3386714331, 30.0740328742, 0.0], [31.3445127558, 30.0741065858, 0.0], [31.3444281433, 30.0791870578, 0.0], [31.3385865225, 30.0791133312, 0.0]]",93
217,BLD00912_PS3_K3A_NIA0277,"[[31.3445127558, 30.0741065858, 0.0], [31.3503541001, 30.074180038, 0.0], [31.3502697858, 30.079260525, 0.0], [31.3444281433, 30.0791870578, 0.0]]",103
218,BLD00913_PS3_K3A_NIA0277,"[[31.3503541001, 30.074180038, 0.0], [31.3561954658, 30.0742532309, 0.0], [31.3561114498, 30.0793337327, 0.0], [31.3502697858, 30.079260525, 0.0]]",129
219,BLD00915_PS3_K3A_NIA0277,"[[31.3620368531, 30.0743261643, 0.0], [31.3678782617, 30.0743988383, 0.0], [31.3677948421, 30.0794793698, 0.0], [31.3619531353, 30.079406681, 0.0]]",146
220,BLD00917_PS3_K3A_NIA0277,"[[31.3737196916, 30.0744712529, 0.0], [31.3795611427, 30.0745434081, 0.0], [31.3794783196, 30.079623969, 0.0], [31.3736365703, 30.0795517991, 0.0]]",140
221,BLD00921_PS3_K3A_NIA0277,"[[31.3970856226, 30.0747583172, 0.0], [31.4029271578, 30.0748294347, 0.0], [31.4028455278, 30.0799100537, 0.0], [31.3970036943, 30.0798389218, 0.0]]",39
222,BLD00924_PS3_K3A_NIA0277,"[[31.4146102907, 30.0749708914, 0.0], [31.4204518882, 30.0750412306, 0.0], [31.420371153, 30.0801218927, 0.0], [31.4145292572, 30.0800515392, 0.0]]",33
223,BLD00927_PS3_K3A_NIA0277,"[[31.432135145, 30.0751811306, 0.0], [31.4379768041, 30.0752506915, 0.0], [31.4378969638, 30.0803313963, 0.0], [31.4320550064, 30.0802618213, 0.0]]",17
224,BLD00931_PS3_K3A_NIA0277,"[[31.3037106328, 30.0685047872, 0.0], [31.3095515261, 30.0685800398, 0.0], [31.3094651465, 30.0736604252, 0.0], [31.303623955, 30.0735851573, 0.0]]",20
225,BLD00932_PS3_K3A_NIA0277,"[[31.3095515261, 30.0685800398, 0.0], [31.3153924415, 30.0686550331, 0.0], [31.31530636, 30.0737354338, 0.0], [31.3094651465, 30.0736604252, 0.0]]",30
226,BLD00934_PS3_K3A_NIA0277,"[[31.3212333789, 30.0687297671, 0.0], [31.3270743382, 30.0688042417, 0.0], [31.3269888529, 30.0738846728, 0.0], [31.3211475955, 30.0738101829, 0.0]]",100
227,BLD00935_PS3_K3A_NIA0277,"[[31.3270743382, 30.0688042417, 0.0], [31.3329153193, 30.0688784571, 0.0], [31.3328301322, 30.0739589032, 0.0], [31.3269888529, 30.0738846728, 0.0]]",234
228,BLD00940_PS3_K3A_NIA0277,"[[31.3562794604, 30.0691727249, 0.0], [31.3621205495, 30.0692456435, 0.0], [31.3620368531, 30.0743261643, 0.0], [31.3561954658, 30.0742532309, 0.0]]",96
229,BLD00942_PS3_K3A_NIA0277,"[[31.3679616599, 30.0693183027, 0.0], [31.3738027917, 30.0693907026, 0.0], [31.3737196916, 30.0744712529, 0.0], [31.3678782617, 30.0743988383, 0.0]]",407
230,BLD00950_PS3_K3A_NIA0277,"[[31.4146913035, 30.0698902394, 0.0], [31.4205326028, 30.0699605643, 0.0], [31.4204518882, 30.0750412306, 0.0], [31.4146102907, 30.0749708914, 0.0]]",1
231,BLD00955_PS3_K3A_NIA0277,"[[31.2979567152, 30.0633489164, 0.0], [31.3037972884, 30.0634244129, 0.0], [31.3037106328, 30.0685047872, 0.0], [31.2978697615, 30.0684292752, 0.0]]",59
232,BLD00958_PS3_K3A_NIA0277,"[[31.3154785011, 30.0635746283, 0.0], [31.3213191404, 30.0636493471, 0.0], [31.3212333789, 30.0687297671, 0.0], [31.3153924415, 30.0686550331, 0.0]]",51
233,BLD00960_PS3_K3A_NIA0277,"[[31.3271598017, 30.0637238066, 0.0], [31.3330004847, 30.0637980068, 0.0], [31.3329153193, 30.0688784571, 0.0], [31.3270743382, 30.0688042417, 0.0]]",180
234,BLD00963_PS3_K3A_NIA0277,"[[31.344681916, 30.0639456294, 0.0], [31.350522664, 30.0640190517, 0.0], [31.3504383928, 30.069099547, 0.0], [31.3445973467, 30.0690261097, 0.0]]",85
235,BLD00972_PS3_K3A_NIA0277,"[[31.3972494165, 30.0645970956, 0.0], [31.4030903554, 30.0646681841, 0.0], [31.403008767, 30.0697488115, 0.0], [31.39716753, 30.0696777084, 0.0]]",137
236,BLD00973_PS3_K3A_NIA0277,"[[31.4030903554, 30.0646681841, 0.0], [31.4089313152, 30.0647390134, 0.0], [31.4088500249, 30.0698196551, 0.0], [31.403008767, 30.0697488115, 0.0]]",122
237,BLD00974_PS3_K3A_NIA0277,"[[31.4089313152, 30.0647390134, 0.0], [31.4147722957, 30.0648095833, 0.0], [31.4146913035, 30.0698902394, 0.0], [31.4088500249, 30.0698196551, 0.0]]",70
238,BLD00977_PS3_K3A_NIA0277,"[[31.4264543187, 30.0649499451, 0.0], [31.432295361, 30.065019737, 0.0], [31.4322152632, 30.0701004359, 0.0], [31.4263739228, 30.0700306298, 0.0]]",50
239,BLD00979_PS3_K3A_NIA0277,"[[31.4381364237, 30.0650892696, 0.0], [31.4439775069, 30.0651585428, 0.0], [31.4438980054, 30.0702392699, 0.0], [31.4380566241, 30.0701699826, 0.0]]",231
240,BLD00980_PS3_K3A_NIA0277,"[[31.2980436467, 30.0582685533, 0.0], [31.3038839219, 30.0583440345, 0.0], [31.3037972884, 30.0634244129, 0.0], [31.2979567152, 30.0633489164, 0.0]]",99
241,BLD00987_PS3_K3A_NIA0277,"[[31.3389260352, 30.0587914783, 0.0], [31.3447664636, 30.0588651449, 0.0], [31.344681916, 30.0639456294, 0.0], [31.3388411895, 30.0638719477, 0.0]]",277
242,BLD00996_PS3_K3A_NIA0277,"[[31.391490662, 30.0594451452, 0.0], [31.397331282, 30.0595164786, 0.0], [31.3972494165, 30.0645970956, 0.0], [31.3914084984, 30.0645257477, 0.0]]",129
243,BLD00999_PS3_K3A_NIA0277,"[[31.4090125847, 30.0596583675, 0.0], [31.4148532671, 30.059728923, 0.0], [31.4147722957, 30.0648095833, 0.0], [31.4089313152, 30.0647390134, 0.0]]",58
244,BLD01000_PS3_K3A_NIA0277,"[[31.4148532671, 30.059728923, 0.0], [31.4206939703, 30.0597992193, 0.0], [31.4206132969, 30.0648798939, 0.0], [31.4147722957, 30.0648095833, 0.0]]",20
245,BLD01005_PS3_K3A_NIA0277,"[[31.298130556, 30.0531881861, 0.0], [31.3039705333, 30.053263652, 0.0], [31.3038839219, 30.0583440345, 0.0], [31.2980436467, 30.0582685533, 0.0]]",91
246,BLD01007_PS3_K3A_NIA0277,"[[31.3098105328, 30.0533388587, 0.0], [31.3156505543, 30.0534138062, 0.0], [31.3155645387, 30.0584942194, 0.0], [31.3097242193, 30.0584192566, 0.0]]",58
247,BLD01009_PS3_K3A_NIA0277,"[[31.3214905978, 30.0534884946, 0.0], [31.3273306631, 30.0535629238, 0.0], [31.3272452433, 30.0586433673, 0.0], [31.3214048801, 30.0585689229, 0.0]]",81
